ID,Academy,Talent,Training,16End,16Bat,16Bowl,16Tech,16Power,16Keep,16Field,17End,17Bat,17Bowl,17Tech,17Power,17Keep,17Field,18End,18Bat,18Bowl,18Tech,18Power,18Keep,18Field,19End,19Bat,19Bowl,19Tech,19Power,19Keep,19Field,20End,20Bat,20Bowl,20Tech,20Power,20Keep,20Field,21End,21Bat,21Bowl,21Tech,21Power,21Keep,21Field,22End,22Bat,22Bowl,22Tech,22Power,22Keep,22Field,23End,23Bat,23Bowl,23Tech,23Power,23Keep,23Field,24End,24Bat,24Bowl,24Tech,24Power,24Keep,24Field,25End,25Bat,25Bowl,25Tech,25Power,25Keep,25Field,26End,26Bat,26Bowl,26Tech,26Power,26Keep,26Field,27End,27Bat,27Bowl,27Tech,27Power,27Keep,27Field,28End,28Bat,28Bowl,28Tech,28Power,28Keep,28Field,29End,29Bat,29Bowl,29Tech,29Power,29Keep,29Field,30End,30Bat,30Bowl,30Tech,30Power,30Keep,30Field,31End,31Bat,31Bowl,31Tech,31Power,31Keep,31Field
reasonableGifted (Keeping)Keeping,reasonable,Gifted (Keeping),Keeping,27,,,71,,251,52,27,,,68,,240,50,27,,,65,,230,47,27,,,59,,209,43,27,,,55,,194,40,27,,,51,,179,37,27,,,47,,165,34,27,,,42,,148,30,27,,,38,,133,27,27,,,34,,119,24,27,,,29,,104,21,27,,,26,,94,19,27,,,23,,83,17,27,,,20,,73,15,27,,,17,,62,13,24,,,14,,52,10
reasonableGifted (Keeping)Keeper-Batsman,reasonable,Gifted (Keeping),Keeper-Batsman,27,78,,71,,125,39,27,75,,68,,120,37,27,71,,65,,115,35,27,65,,59,,104,32,27,60,,55,,97,30,27,56,,51,,89,28,27,51,,47,,82,25,27,46,,42,,74,23,27,41,,38,,66,20,27,37,,34,,59,18,27,32,,29,,52,16,27,29,,26,,47,14,27,26,,23,,41,13,27,22,,20,,36,11,27,19,,17,,31,9,24,16,,14,,26,8
reasonableGifted (Fielding)Keeping,reasonable,Gifted (Fielding),Keeping,27,,,71,,209,62,27,,,68,,200,60,27,,,65,,191,57,27,,,59,,174,52,27,,,55,,162,48,27,,,51,,149,44,27,,,47,,137,41,27,,,42,,123,37,27,,,38,,111,33,27,,,34,,99,29,27,,,29,,86,26,27,,,26,,78,23,27,,,23,,69,20,27,,,20,,61,18,27,,,17,,52,15,24,,,14,,43,13
reasonableGifted (Fielding)Keeper-Batsman,reasonable,Gifted (Fielding),Keeper-Batsman,27,78,,71,,104,47,27,75,,68,,100,45,27,71,,65,,95,43,27,65,,59,,87,39,27,60,,55,,80,36,27,56,,51,,74,33,27,51,,47,,68,30,27,46,,42,,61,27,27,41,,38,,55,25,27,37,,34,,49,22,27,32,,29,,43,19,27,29,,26,,39,17,27,26,,23,,34,15,27,22,,20,,30,13,27,19,,17,,26,11,24,16,,14,,21,9
reasonableGifted (Fielding)Fielding,reasonable,Gifted (Fielding),Fielding,27,,,39,,,345,27,,,37,,,330,27,,,35,,,314,27,,,32,,,287,27,,,30,,,267,27,,,28,,,247,27,,,25,,,227,27,,,23,,,204,27,,,20,,,184,27,,,18,,,164,27,,,16,,,143,27,,,14,,,129,27,,,13,,,115,27,,,11,,,100,27,,,9,,,86,24,,,8,,,71
reasonableGifted (Endurance)Batting,reasonable,Gifted (Endurance),Batting,32,97,,71,,,,32,93,,68,,,,32,89,,65,,,,32,81,,59,,,,32,75,,55,,,,32,69,,51,,,,32,64,,47,,,,32,57,,42,,,,32,52,,38,,,,32,46,,34,,,,32,40,,29,,,,32,36,,26,,,,32,32,,23,,,,32,28,,20,,,,32,24,,17,,,,29,20,,14,,,
reasonableGifted (Endurance)Batting-Tech,reasonable,Gifted (Endurance),Batting-Tech,32,71,,110,,,,32,68,,106,,,,32,65,,101,,,,32,59,,92,,,,32,55,,85,,,,32,51,,79,,,,32,47,,73,,,,32,42,,65,,,,32,38,,59,,,,32,34,,52,,,,32,29,,45,,,,32,26,,41,,,,32,23,,37,,,,32,20,,32,,,,32,17,,27,,,,29,14,,23,,,
reasonableGifted (Endurance)Bowling,reasonable,Gifted (Endurance),Bowling,32,,97,71,,,,32,,93,68,,,,32,,89,65,,,,32,,81,59,,,,32,,75,55,,,,32,,69,51,,,,32,,64,47,,,,32,,57,42,,,,32,,52,38,,,,32,,46,34,,,,32,,40,29,,,,32,,36,26,,,,32,,32,23,,,,32,,28,20,,,,32,,24,17,,,,29,,20,14,,,
reasonableGifted (Endurance)Bowling-Tech,reasonable,Gifted (Endurance),Bowling-Tech,32,,71,110,,,,32,,68,106,,,,32,,65,101,,,,32,,59,92,,,,32,,55,85,,,,32,,51,79,,,,32,,47,73,,,,32,,42,65,,,,32,,38,59,,,,32,,34,52,,,,32,,29,45,,,,32,,26,41,,,,32,,23,37,,,,32,,20,32,,,,32,,17,27,,,,29,,14,23,,,
reasonableGifted (Endurance)All-Rounder,reasonable,Gifted (Endurance),All-Rounder,32,68,68,59,,,,32,66,66,57,,,,32,63,63,54,,,,32,57,57,50,,,,32,53,53,46,,,,32,49,49,43,,,,32,45,45,39,,,,32,41,41,35,,,,32,36,36,32,,,,32,32,32,28,,,,32,28,28,25,,,,32,25,25,22,,,,32,23,23,20,,,,32,20,20,17,,,,32,17,17,15,,,,29,14,14,12,,,
reasonableGifted (Endurance)Keeping,reasonable,Gifted (Endurance),Keeping,32,,,71,,209,52,32,,,68,,200,50,32,,,65,,191,47,32,,,59,,174,43,32,,,55,,162,40,32,,,51,,149,37,32,,,47,,137,34,32,,,42,,123,30,32,,,38,,111,27,32,,,34,,99,24,32,,,29,,86,21,32,,,26,,78,19,32,,,23,,69,17,32,,,20,,61,15,32,,,17,,52,13,29,,,14,,43,10
reasonableGifted (Endurance)Keeper-Batsman,reasonable,Gifted (Endurance),Keeper-Batsman,32,78,,71,,104,39,32,75,,68,,100,37,32,71,,65,,95,35,32,65,,59,,87,32,32,60,,55,,80,30,32,56,,51,,74,28,32,51,,47,,68,25,32,46,,42,,61,23,32,41,,38,,55,20,32,37,,34,,49,18,32,32,,29,,43,16,32,29,,26,,39,14,32,26,,23,,34,13,32,22,,20,,30,11,32,19,,17,,26,9,29,16,,14,,21,8
reasonableGifted (Endurance)Fielding,reasonable,Gifted (Endurance),Fielding,32,,,39,,,287,32,,,37,,,275,32,,,35,,,261,32,,,32,,,239,32,,,30,,,223,32,,,28,,,206,32,,,25,,,189,32,,,23,,,170,32,,,20,,,153,32,,,18,,,136,32,,,16,,,119,32,,,14,,,107,32,,,13,,,95,32,,,11,,,83,32,,,9,,,71,29,,,8,,,59
reasonableGifted (Endurance)Fitness,reasonable,Gifted (Endurance),Fitness,261,,,,38,,,261,,,,45,,,261,,,,53,,,261,,,,60,,,261,,,,64,,,261,,,,68,,,261,,,,72,,,261,,,,76,,,261,,,,76,,,261,,,,76,,,261,,,,76,,,261,,,,76,,,261,,,,68,,,261,,,,61,,,261,,,,53,,,235,,,,45,,
reasonableGifted (Endurance)Strength,reasonable,Gifted (Endurance),Strength,85,,,,103,,,85,,,,124,,,85,,,,144,,,85,,,,165,,,85,,,,174,,,85,,,,186,,,85,,,,196,,,85,,,,207,,,85,,,,207,,,85,,,,207,,,85,,,,207,,,85,,,,207,,,85,,,,186,,,85,,,,165,,,85,,,,144,,,76,,,,124,,
reasonableGifted (Power)Fitness,reasonable,Gifted (Power),Fitness,218,,,,45,,,218,,,,54,,,218,,,,64,,,218,,,,73,,,218,,,,77,,,218,,,,82,,,218,,,,86,,,218,,,,91,,,218,,,,91,,,218,,,,91,,,218,,,,91,,,218,,,,91,,,218,,,,82,,,218,,,,73,,,218,,,,64,,,196,,,,54,,
reasonableGifted (Power)Strength,reasonable,Gifted (Power),Strength,70,,,,124,,,70,,,,149,,,70,,,,173,,,70,,,,198,,,70,,,,209,,,70,,,,223,,,70,,,,236,,,70,,,,248,,,70,,,,248,,,70,,,,248,,,70,,,,248,,,70,,,,248,,,70,,,,223,,,70,,,,198,,,70,,,,173,,,63,,,,149,,
inadequateNoneBatting,inadequate,None,Batting,26,95,,69,,,,26,90,,66,,,,26,87,,63,,,,26,79,,58,,,,26,73,,53,,,,26,68,,50,,,,26,62,,45,,,,26,56,,41,,,,26,50,,37,,,,26,45,,33,,,,26,39,,29,,,,26,35,,25,,,,26,31,,23,,,,26,27,,20,,,,26,23,,17,,,,23,19,,14,,,
inadequateNoneBatting-Tech,inadequate,None,Batting-Tech,26,69,,107,,,,26,66,,103,,,,26,63,,99,,,,26,58,,90,,,,26,53,,83,,,,26,50,,77,,,,26,46,,71,,,,26,41,,63,,,,26,37,,57,,,,26,33,,51,,,,26,29,,45,,,,26,26,,40,,,,26,23,,36,,,,26,20,,31,,,,26,17,,27,,,,23,14,,22,,,
inadequateNoneBowling,inadequate,None,Bowling,26,,95,69,,,,26,,90,66,,,,26,,87,63,,,,26,,79,58,,,,26,,73,53,,,,26,,68,50,,,,26,,62,45,,,,26,,56,41,,,,26,,50,37,,,,26,,45,33,,,,26,,39,29,,,,26,,35,25,,,,26,,31,23,,,,26,,27,20,,,,26,,23,17,,,,23,,19,14,,,
inadequateNoneBowling-Tech,inadequate,None,Bowling-Tech,26,,69,107,,,,26,,66,103,,,,26,,63,99,,,,26,,58,90,,,,26,,53,83,,,,26,,50,77,,,,26,,46,71,,,,26,,41,63,,,,26,,37,57,,,,26,,33,51,,,,26,,29,45,,,,26,,26,40,,,,26,,23,36,,,,26,,20,31,,,,26,,17,27,,,,23,,14,22,,,
inadequateNoneAll-Rounder,inadequate,None,All-Rounder,26,67,67,58,,,,26,64,64,55,,,,26,61,61,53,,,,26,56,56,48,,,,26,51,51,45,,,,26,48,48,41,,,,26,44,44,38,,,,26,39,39,34,,,,26,35,35,31,,,,26,31,31,27,,,,26,28,28,24,,,,26,25,25,21,,,,26,22,22,19,,,,26,19,19,17,,,,26,16,16,14,,,,23,14,14,12,,,
inadequateNoneKeeping,inadequate,None,Keeping,26,,,69,,203,50,26,,,67,,195,48,26,,,64,,186,46,26,,,58,,169,42,26,,,54,,157,39,26,,,50,,145,36,26,,,46,,133,33,26,,,41,,120,30,26,,,37,,108,27,26,,,33,,96,24,26,,,29,,84,21,26,,,26,,76,19,26,,,23,,67,16,26,,,20,,59,14,26,,,17,,50,12,23,,,14,,42,10
inadequateNoneKeeper-Batsman,inadequate,None,Keeper-Batsman,26,76,,69,,101,38,26,73,,67,,97,36,26,69,,64,,93,34,26,63,,58,,84,31,26,59,,54,,78,29,26,54,,50,,72,27,26,50,,46,,66,25,26,45,,41,,60,22,26,40,,37,,54,20,26,36,,33,,48,18,26,31,,29,,42,15,26,28,,26,,38,14,26,25,,23,,33,12,26,22,,20,,29,11,26,19,,17,,25,9,23,15,,14,,21,7
inadequateNoneFielding,inadequate,None,Fielding,26,,,38,,,279,26,,,35,,,267,26,,,34,,,255,26,,,31,,,233,26,,,29,,,216,26,,,27,,,200,26,,,25,,,184,26,,,22,,,165,26,,,20,,,149,26,,,18,,,132,26,,,15,,,116,26,,,14,,,104,26,,,12,,,93,26,,,11,,,81,26,,,9,,,69,23,,,7,,,58
inadequateNoneFitness,inadequate,None,Fitness,212,,,,37,,,212,,,,44,,,212,,,,51,,,212,,,,59,,,212,,,,63,,,212,,,,66,,,212,,,,70,,,212,,,,74,,,212,,,,74,,,212,,,,74,,,212,,,,74,,,212,,,,74,,,212,,,,66,,,212,,,,59,,,212,,,,51,,,190,,,,44,,
inadequateNoneStrength,inadequate,None,Strength,68,,,,100,,,68,,,,119,,,68,,,,140,,,68,,,,159,,,68,,,,171,,,68,,,,180,,,68,,,,191,,,68,,,,201,,,68,,,,201,,,68,,,,201,,,68,,,,201,,,68,,,,201,,,68,,,,180,,,68,,,,159,,,68,,,,140,,,62,,,,120,,
inadequateProdigyBatting,inadequate,Prodigy,Batting,31,114,,83,,,,31,109,,80,,,,31,104,,76,,,,31,95,,69,,,,31,88,,65,,,,26,68,,50,,,,26,62,,45,,,,26,56,,41,,,,26,50,,37,,,,26,45,,33,,,,26,39,,29,,,,26,35,,25,,,,26,31,,23,,,,26,27,,20,,,,26,23,,17,,,,23,19,,14,,,
inadequateProdigyBatting-Tech,inadequate,Prodigy,Batting-Tech,31,83,,129,,,,31,80,,124,,,,31,76,,118,,,,31,69,,108,,,,31,64,,100,,,,26,50,,77,,,,26,46,,71,,,,26,41,,63,,,,26,37,,57,,,,26,33,,51,,,,26,29,,45,,,,26,26,,40,,,,26,23,,36,,,,26,20,,31,,,,26,17,,27,,,,23,14,,22,,,
inadequateProdigyBowling,inadequate,Prodigy,Bowling,31,,114,83,,,,31,,109,80,,,,31,,104,76,,,,31,,95,69,,,,31,,88,65,,,,26,,68,50,,,,26,,62,45,,,,26,,56,41,,,,26,,50,37,,,,26,,45,33,,,,26,,39,29,,,,26,,35,25,,,,26,,31,23,,,,26,,27,20,,,,26,,23,17,,,,23,,19,14,,,
inadequateProdigyBowling-Tech,inadequate,Prodigy,Bowling-Tech,31,,83,129,,,,31,,80,124,,,,31,,76,118,,,,31,,69,108,,,,31,,64,100,,,,26,,50,77,,,,26,,46,71,,,,26,,41,63,,,,26,,37,57,,,,26,,33,51,,,,26,,29,45,,,,26,,26,40,,,,26,,23,36,,,,26,,20,31,,,,26,,17,27,,,,23,,14,22,,,
inadequateProdigyAll-Rounder,inadequate,Prodigy,All-Rounder,31,80,80,70,,,,31,77,77,67,,,,31,74,74,64,,,,31,67,67,58,,,,31,62,62,54,,,,26,48,48,41,,,,26,44,44,38,,,,26,39,39,34,,,,26,35,35,31,,,,26,31,31,27,,,,26,28,28,24,,,,26,25,25,21,,,,26,22,22,19,,,,26,19,19,17,,,,26,16,16,14,,,,23,14,14,12,,,
inadequateProdigyKeeping,inadequate,Prodigy,Keeping,31,,,83,,244,61,31,,,80,,234,58,31,,,76,,223,55,31,,,69,,203,50,31,,,65,,189,47,26,,,50,,145,36,26,,,46,,133,33,26,,,41,,120,30,26,,,37,,108,27,26,,,33,,96,24,26,,,29,,84,21,26,,,26,,76,19,26,,,23,,67,16,26,,,20,,59,14,26,,,17,,50,12,23,,,14,,42,10
inadequateProdigyKeeper-Batsman,inadequate,Prodigy,Keeper-Batsman,31,91,,83,,122,45,31,87,,80,,117,43,31,83,,76,,111,41,31,76,,69,,101,38,31,70,,65,,94,35,26,54,,50,,72,27,26,50,,46,,66,25,26,45,,41,,60,22,26,40,,37,,54,20,26,36,,33,,48,18,26,31,,29,,42,15,26,28,,26,,38,14,26,25,,23,,33,12,26,22,,20,,29,11,26,19,,17,,25,9,23,15,,14,,21,7
inadequateProdigyFielding,inadequate,Prodigy,Fielding,31,,,45,,,335,31,,,43,,,321,31,,,41,,,305,31,,,38,,,279,31,,,35,,,260,26,,,27,,,200,26,,,25,,,184,26,,,22,,,165,26,,,20,,,149,26,,,18,,,132,26,,,15,,,116,26,,,14,,,104,26,,,12,,,93,26,,,11,,,81,26,,,9,,,69,23,,,7,,,58
inadequateProdigyFitness,inadequate,Prodigy,Fitness,254,,,,44,,,254,,,,53,,,254,,,,62,,,254,,,,71,,,254,,,,75,,,212,,,,66,,,212,,,,70,,,212,,,,74,,,212,,,,74,,,212,,,,74,,,212,,,,74,,,212,,,,74,,,212,,,,66,,,212,,,,59,,,212,,,,51,,,190,,,,44,,
inadequateProdigyStrength,inadequate,Prodigy,Strength,82,,,,120,,,82,,,,145,,,82,,,,169,,,82,,,,193,,,82,,,,205,,,68,,,,180,,,68,,,,191,,,68,,,,201,,,68,,,,201,,,68,,,,201,,,68,,,,201,,,68,,,,201,,,68,,,,180,,,68,,,,159,,,68,,,,140,,,62,,,,120,,
inadequateGifted (Batting)Batting,inadequate,Gifted (Batting),Batting,26,114,,69,,,,26,109,,66,,,,26,104,,63,,,,26,95,,58,,,,26,88,,53,,,,26,82,,50,,,,26,75,,45,,,,26,67,,41,,,,26,61,,37,,,,26,54,,33,,,,26,47,,29,,,,26,42,,25,,,,26,38,,23,,,,26,33,,20,,,,26,28,,17,,,,23,23,,14,,,
inadequateGifted (Batting)Batting-Tech,inadequate,Gifted (Batting),Batting-Tech,26,83,,107,,,,26,80,,103,,,,26,76,,99,,,,26,69,,90,,,,26,64,,83,,,,26,60,,77,,,,26,55,,71,,,,26,49,,63,,,,26,44,,57,,,,26,39,,51,,,,26,34,,45,,,,26,31,,40,,,,26,27,,36,,,,26,24,,31,,,,26,20,,27,,,,23,17,,22,,,
inadequateGifted (Batting)All-Rounder,inadequate,Gifted (Batting),All-Rounder,26,80,67,58,,,,26,77,64,55,,,,26,74,61,53,,,,26,67,56,48,,,,26,62,51,45,,,,26,57,48,41,,,,26,53,44,38,,,,26,47,39,34,,,,26,43,35,31,,,,26,38,31,27,,,,26,33,28,24,,,,26,30,25,21,,,,26,26,22,19,,,,26,23,19,17,,,,26,20,16,14,,,,23,16,14,12,,,
inadequateGifted (Batting)Keeper-Batsman,inadequate,Gifted (Batting),Keeper-Batsman,26,91,,69,,101,38,26,87,,67,,97,36,26,83,,64,,93,34,26,76,,58,,84,31,26,70,,54,,78,29,26,65,,50,,72,27,26,60,,46,,66,25,26,54,,41,,60,22,26,48,,37,,54,20,26,43,,33,,48,18,26,38,,29,,42,15,26,34,,26,,38,14,26,30,,23,,33,12,26,26,,20,,29,11,26,22,,17,,25,9,23,19,,14,,21,7
inadequateGifted (Bowling)Bowling,inadequate,Gifted (Bowling),Bowling,26,,114,69,,,,26,,109,66,,,,26,,104,63,,,,26,,95,58,,,,26,,88,53,,,,26,,82,50,,,,26,,75,45,,,,26,,67,41,,,,26,,61,37,,,,26,,54,33,,,,26,,47,29,,,,26,,42,25,,,,26,,38,23,,,,26,,33,20,,,,26,,28,17,,,,23,,23,14,,,
inadequateGifted (Bowling)Bowling-Tech,inadequate,Gifted (Bowling),Bowling-Tech,26,,83,107,,,,26,,80,103,,,,26,,76,99,,,,26,,69,90,,,,26,,64,83,,,,26,,60,77,,,,26,,55,71,,,,26,,49,63,,,,26,,44,57,,,,26,,39,51,,,,26,,34,45,,,,26,,31,40,,,,26,,27,36,,,,26,,24,31,,,,26,,20,27,,,,23,,17,22,,,
inadequateGifted (Bowling)All-Rounder,inadequate,Gifted (Bowling),All-Rounder,26,67,80,58,,,,26,64,77,55,,,,26,61,74,53,,,,26,56,67,48,,,,26,51,62,45,,,,26,48,57,41,,,,26,44,53,38,,,,26,39,47,34,,,,26,35,43,31,,,,26,31,38,27,,,,26,28,33,24,,,,26,25,30,21,,,,26,22,26,19,,,,26,19,23,17,,,,26,16,20,14,,,,23,14,16,12,,,
inadequateGifted (Technique)Batting,inadequate,Gifted (Technique),Batting,26,95,,83,,,,26,90,,80,,,,26,87,,76,,,,26,79,,69,,,,26,73,,65,,,,26,68,,60,,,,26,62,,55,,,,26,56,,49,,,,26,50,,44,,,,26,45,,39,,,,26,39,,34,,,,26,35,,31,,,,26,31,,27,,,,26,27,,24,,,,26,23,,20,,,,23,19,,17,,,
inadequateGifted (Technique)Batting-Tech,inadequate,Gifted (Technique),Batting-Tech,26,69,,129,,,,26,66,,124,,,,26,63,,118,,,,26,58,,108,,,,26,53,,100,,,,26,50,,92,,,,26,46,,85,,,,26,41,,76,,,,26,37,,69,,,,26,33,,61,,,,26,29,,54,,,,26,26,,48,,,,26,23,,43,,,,26,20,,37,,,,26,17,,32,,,,23,14,,27,,,
inadequateGifted (Technique)Bowling,inadequate,Gifted (Technique),Bowling,26,,95,83,,,,26,,90,80,,,,26,,87,76,,,,26,,79,69,,,,26,,73,65,,,,26,,68,60,,,,26,,62,55,,,,26,,56,49,,,,26,,50,44,,,,26,,45,39,,,,26,,39,34,,,,26,,35,31,,,,26,,31,27,,,,26,,27,24,,,,26,,23,20,,,,23,,19,17,,,
inadequateGifted (Technique)Bowling-Tech,inadequate,Gifted (Technique),Bowling-Tech,26,,69,129,,,,26,,66,124,,,,26,,63,118,,,,26,,58,108,,,,26,,53,100,,,,26,,50,92,,,,26,,46,85,,,,26,,41,76,,,,26,,37,69,,,,26,,33,61,,,,26,,29,54,,,,26,,26,48,,,,26,,23,43,,,,26,,20,37,,,,26,,17,32,,,,23,,14,27,,,
inadequateGifted (Technique)All-Rounder,inadequate,Gifted (Technique),All-Rounder,26,67,67,70,,,,26,64,64,67,,,,26,61,61,64,,,,26,56,56,58,,,,26,51,51,54,,,,26,48,48,50,,,,26,44,44,46,,,,26,39,39,41,,,,26,35,35,37,,,,26,31,31,33,,,,26,28,28,29,,,,26,25,25,26,,,,26,22,22,23,,,,26,19,19,20,,,,26,16,16,17,,,,23,14,14,14,,,
inadequateGifted (Technique)Keeping,inadequate,Gifted (Technique),Keeping,26,,,83,,203,50,26,,,80,,195,48,26,,,76,,186,46,26,,,69,,169,42,26,,,65,,157,39,26,,,60,,145,36,26,,,55,,133,33,26,,,49,,120,30,26,,,44,,108,27,26,,,39,,96,24,26,,,34,,84,21,26,,,31,,76,19,26,,,27,,67,16,26,,,24,,59,14,26,,,20,,50,12,23,,,17,,42,10
inadequateGifted (Technique)Keeper-Batsman,inadequate,Gifted (Technique),Keeper-Batsman,26,76,,83,,101,38,26,73,,80,,97,36,26,69,,76,,93,34,26,63,,69,,84,31,26,59,,65,,78,29,26,54,,60,,72,27,26,50,,55,,66,25,26,45,,49,,60,22,26,40,,44,,54,20,26,36,,39,,48,18,26,31,,34,,42,15,26,28,,31,,38,14,26,25,,27,,33,12,26,22,,24,,29,11,26,19,,20,,25,9,23,15,,17,,21,7
inadequateGifted (Technique)Fielding,inadequate,Gifted (Technique),Fielding,26,,,45,,,279,26,,,43,,,267,26,,,41,,,255,26,,,38,,,233,26,,,35,,,216,26,,,32,,,200,26,,,30,,,184,26,,,27,,,165,26,,,24,,,149,26,,,21,,,132,26,,,19,,,116,26,,,17,,,104,26,,,15,,,93,26,,,13,,,81,26,,,11,,,69,23,,,9,,,58
inadequateGifted (Keeping)Keeping,inadequate,Gifted (Keeping),Keeping,26,,,69,,244,50,26,,,67,,234,48,26,,,64,,223,46,26,,,58,,203,42,26,,,54,,189,39,26,,,50,,175,36,26,,,46,,160,33,26,,,41,,144,30,26,,,37,,130,27,26,,,33,,116,24,26,,,29,,101,21,26,,,26,,91,19,26,,,23,,81,16,26,,,20,,71,14,26,,,17,,61,12,23,,,14,,50,10
inadequateGifted (Keeping)Keeper-Batsman,inadequate,Gifted (Keeping),Keeper-Batsman,26,76,,69,,122,38,26,73,,67,,117,36,26,69,,64,,111,34,26,63,,58,,101,31,26,59,,54,,94,29,26,54,,50,,87,27,26,50,,46,,80,25,26,45,,41,,72,22,26,40,,37,,65,20,26,36,,33,,58,18,26,31,,29,,50,15,26,28,,26,,45,14,26,25,,23,,40,12,26,22,,20,,35,11,26,19,,17,,30,9,23,15,,14,,25,7
inadequateGifted (Fielding)Keeping,inadequate,Gifted (Fielding),Keeping,26,,,69,,203,61,26,,,67,,195,58,26,,,64,,186,55,26,,,58,,169,50,26,,,54,,157,47,26,,,50,,145,43,26,,,46,,133,40,26,,,41,,120,36,26,,,37,,108,32,26,,,33,,96,29,26,,,29,,84,25,26,,,26,,76,22,26,,,23,,67,20,26,,,20,,59,17,26,,,17,,50,15,23,,,14,,42,12
inadequateGifted (Fielding)Keeper-Batsman,inadequate,Gifted (Fielding),Keeper-Batsman,26,76,,69,,101,45,26,73,,67,,97,43,26,69,,64,,93,41,26,63,,58,,84,38,26,59,,54,,78,35,26,54,,50,,72,32,26,50,,46,,66,30,26,45,,41,,60,27,26,40,,37,,54,24,26,36,,33,,48,21,26,31,,29,,42,19,26,28,,26,,38,17,26,25,,23,,33,15,26,22,,20,,29,13,26,19,,17,,25,11,23,15,,14,,21,9
inadequateGifted (Fielding)Fielding,inadequate,Gifted (Fielding),Fielding,26,,,38,,,335,26,,,35,,,321,26,,,34,,,305,26,,,31,,,279,26,,,29,,,260,26,,,27,,,240,26,,,25,,,221,26,,,22,,,198,26,,,20,,,179,26,,,18,,,159,26,,,15,,,139,26,,,14,,,125,26,,,12,,,111,26,,,11,,,97,26,,,9,,,83,23,,,7,,,69
inadequateGifted (Endurance)Batting,inadequate,Gifted (Endurance),Batting,31,95,,69,,,,31,90,,66,,,,31,87,,63,,,,31,79,,58,,,,31,73,,53,,,,31,68,,50,,,,31,62,,45,,,,31,56,,41,,,,31,50,,37,,,,31,45,,33,,,,31,39,,29,,,,31,35,,25,,,,31,31,,23,,,,31,27,,20,,,,31,23,,17,,,,28,19,,14,,,
inadequateGifted (Endurance)Batting-Tech,inadequate,Gifted (Endurance),Batting-Tech,31,69,,107,,,,31,66,,103,,,,31,63,,99,,,,31,58,,90,,,,31,53,,83,,,,31,50,,77,,,,31,46,,71,,,,31,41,,63,,,,31,37,,57,,,,31,33,,51,,,,31,29,,45,,,,31,26,,40,,,,31,23,,36,,,,31,20,,31,,,,31,17,,27,,,,28,14,,22,,,
inadequateGifted (Endurance)Bowling,inadequate,Gifted (Endurance),Bowling,31,,95,69,,,,31,,90,66,,,,31,,87,63,,,,31,,79,58,,,,31,,73,53,,,,31,,68,50,,,,31,,62,45,,,,31,,56,41,,,,31,,50,37,,,,31,,45,33,,,,31,,39,29,,,,31,,35,25,,,,31,,31,23,,,,31,,27,20,,,,31,,23,17,,,,28,,19,14,,,
inadequateGifted (Endurance)Bowling-Tech,inadequate,Gifted (Endurance),Bowling-Tech,31,,69,107,,,,31,,66,103,,,,31,,63,99,,,,31,,58,90,,,,31,,53,83,,,,31,,50,77,,,,31,,46,71,,,,31,,41,63,,,,31,,37,57,,,,31,,33,51,,,,31,,29,45,,,,31,,26,40,,,,31,,23,36,,,,31,,20,31,,,,31,,17,27,,,,28,,14,22,,,
inadequateGifted (Endurance)All-Rounder,inadequate,Gifted (Endurance),All-Rounder,31,67,67,58,,,,31,64,64,55,,,,31,61,61,53,,,,31,56,56,48,,,,31,51,51,45,,,,31,48,48,41,,,,31,44,44,38,,,,31,39,39,34,,,,31,35,35,31,,,,31,31,31,27,,,,31,28,28,24,,,,31,25,25,21,,,,31,22,22,19,,,,31,19,19,17,,,,31,16,16,14,,,,28,14,14,12,,,
inadequateGifted (Endurance)Keeping,inadequate,Gifted (Endurance),Keeping,31,,,69,,203,50,31,,,67,,195,48,31,,,64,,186,46,31,,,58,,169,42,31,,,54,,157,39,31,,,50,,145,36,31,,,46,,133,33,31,,,41,,120,30,31,,,37,,108,27,31,,,33,,96,24,31,,,29,,84,21,31,,,26,,76,19,31,,,23,,67,16,31,,,20,,59,14,31,,,17,,50,12,28,,,14,,42,10
inadequateGifted (Endurance)Keeper-Batsman,inadequate,Gifted (Endurance),Keeper-Batsman,31,76,,69,,101,38,31,73,,67,,97,36,31,69,,64,,93,34,31,63,,58,,84,31,31,59,,54,,78,29,31,54,,50,,72,27,31,50,,46,,66,25,31,45,,41,,60,22,31,40,,37,,54,20,31,36,,33,,48,18,31,31,,29,,42,15,31,28,,26,,38,14,31,25,,23,,33,12,31,22,,20,,29,11,31,19,,17,,25,9,28,15,,14,,21,7
inadequateGifted (Endurance)Fielding,inadequate,Gifted (Endurance),Fielding,31,,,38,,,279,31,,,35,,,267,31,,,34,,,255,31,,,31,,,233,31,,,29,,,216,31,,,27,,,200,31,,,25,,,184,31,,,22,,,165,31,,,20,,,149,31,,,18,,,132,31,,,15,,,116,31,,,14,,,104,31,,,12,,,93,31,,,11,,,81,31,,,9,,,69,28,,,7,,,58
inadequateGifted (Endurance)Fitness,inadequate,Gifted (Endurance),Fitness,254,,,,37,,,254,,,,44,,,254,,,,51,,,254,,,,59,,,254,,,,63,,,254,,,,66,,,254,,,,70,,,254,,,,74,,,254,,,,74,,,254,,,,74,,,254,,,,74,,,254,,,,74,,,254,,,,66,,,254,,,,59,,,254,,,,51,,,228,,,,44,,
